File Name,Job Title,EXP Job Title,Job Number,Job Duties,Salary Range,Open Date,EXPERIENCE_LENGTH,Education Years,PART-TIME OR FULL-TIME,School Type,Educational Major,Required License,Exam Type,COURSE_SUBJECT,Course Counts,Course Length ,Job Requirements
cityofla/Job Bulletins\PARKING METER TECHNICIAN 3738 110615 (1).txt,PARKING METER TECHNICIAN,MECHANIC,3738,"A Parking Meter Technician patrols designated areas daily to inspect, adjust, install, remove, and repair electronic parking meters and other parking devices; and cleans, overhauls and makes major shop repairs on parking meter control and mechanisms.","$48,963 to $66,001",11/6/2015,2,1,PART-TIME,SCHOOL,MAINTENANCE,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,1,2,"Two years of full-time paid experience in the assembly, maintenance, or repair of complex electronic/electro-mechanical devices such as office machines, computer and other electronic equipment, electronically-controlled coin-operated devices or card readers.
Successful completion of one year of education from an accredited institution in a program involving the assembly, maintenance, or repair of complex electronic/electro-mechanical devices such as office machines, computer and other electronic equipment, electronically-controlled coin-operated devices may be substituted for a maximum of one year of full-time paid experience."
cityofla/Job Bulletins\PARKING METER TECHNICIAN SUPERVISOR 3757 2017.txt,PARKING METER TECHNICIAN SUPERVISOR,TECHNICIAN,3757,"A Parking Meter Technician Supervisor assigns, reviews, and evaluates the work of Parking Meter Technicians engaged in patrolling designated areas daily to inspect, adjust, and repair electronic parking meters and other parking control devices; directs the maintenance, repair, and installation of electronic parking meters throughout the City; performs major repairs on electronic parking meters in a shop or in the field; helps develop strategies for maintaining routes and meter repair in the shop and fields; inputs and reviews computer data relative to parking meter activity; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$53,390 to $75,982 and $57,649 to $81,995",10/6/2017,2,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as a Parking Meter Technician with the City of Los Angeles.
cityofla/Job Bulletins\PAYROLL ANALYST 1630 031816.txt,PAYROLL ANALYST,OPERATIONS,1630,"A Payroll Analyst works specifically for the Controller's Office and is responsible for processing centralized payroll, including oversight of all departmental payroll operations, for the City of Los Angeles; analyzes and interprets all policies, procedures, rules and regulations relating to the City of Los Angeles payroll to insure the accuracy of employee paychecks; supervises or oversees a group of professional, administrative and/or clerical employees; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and performs related work.","$63,767 to $93,229 and $73,288 to $107,156",3/18/2016,3,4,PART-TIME,COLLEGE OR UNIVERSITY,ACCOUNTING,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. A bachelor's degree from an accredited four-year college or university and three years of full-time paid experience in a Citywide payroll operation or comparable operation, assisting or supervising in the administration, preparation, analysis and oversight of centralized or departmental payroll operations; or
2. An associate's degree from an accredited college or university and six years of full-time paid experience in the administration, preparation, analysis and oversight of centralized or departmental payroll operations, as a Payroll Supervisor with the City of Los Angeles."
cityofla/Job Bulletins\PAYROLL SUPERVISOR 1170 102618.txt,PAYROLL SUPERVISOR,FINANCIAL MANAGEMENT,1170,"A Payroll Supervisor assigns, reviews, and evaluates the work of employees engaged in payroll preparation; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$63,579 to $92,957 and $67,818 to $99,159",10/26/2018,2,,FULL-TIME,None,MAINTENANCE,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid office clerical experience in a class at the level of Senior Clerk including at least one year of experience in the preparation, processing, and maintenance of payroll documents, records, and reports."
cityofla/Job Bulletins\PERFORMING ARTS DIRECTOR 2449 020317 REV 020817.txt,PERFORMING ARTS DIRECTOR, ARTS ,2449,"The Performing Arts Director plans, organizes and directs the work of employees engaged in the production and presentation of performing arts programs and events that promote public interest; oversees the City's municipal theatres; advises on public policy issues related to performing arts; develops and implements plans to meet the City's community and cultural needs through the arts; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$74,854 to $109,432",2/3/2017,3,4,PART-TIME,COLLEGE OR UNIVERSITY,CONSTRUCTION,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Graduation from an accredited four-year college or university; and either
2. Three years of full-time paid experience with the City of Los Angeles at the level of Performing Arts Program Coordinator with experience in planning, staging and producing professional visual, musical, theatrical, or dance programs or productions; or 
3. Four years of full-time paid experience managing, booking, producing and/or presenting professional festival, musical, theatrical, or dance productions; or
4. Four years of full-time paid experience designing, implementing, and managing large-scale art programs or events, which include fund development strategies and stakeholder outreach.
Full-time paid performing arts experience, including behind-the-scenes coordination, may be substituted on a year for year basis for each year of education lacking."
cityofla/Job Bulletins\PERSONNEL ANALYST 1731 092118 REV 092618.txt,PERSONNEL ANALYST,MANAGEMENT ASSISTANT,1731,"A Personnel Analyst performs professional staff work by assembling, analyzing, and interpreting data and by preparing correspondence and reports with recommendations to management on diverse personnel administration activities, issues, and problems; provides advice and guidance to internal and external customers; may supervise or act as a lead worker to staff involved in personnel management activities.","$70,156 to $102,562",9/21/2018,1,4,FULL-TIME,COLLEGE OR UNIVERSITY,LABOR,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,order to obtain that position.,0,0,"1. One year of full-time paid experience in a class at the level of Management Assistant performing professional duties in personnel administration; administrative analysis, or departmental administration; or
2. Two years of full-time paid experience with the City of Los Angeles as a Management Aide performing duties in personnel administration, administrative analysis, or departmental administration; or
3. One year of full-time paid experience with the City of Los Angeles as a Chief Clerk or in a clerical class at least at that level.
A bachelor's degree from an accredited four-year college or university may substitute for one year of the required full-time paid experience as a Management Aide in Requirement #2."
cityofla/Job Bulletins\PERSONNEL DIRECTOR 1714 050418.txt,PERSONNEL DIRECTOR,ANALYST,1714,"A Personnel Director directs, develops, implements, and manages a comprehensive human resources program including support programs, policies, procedures, and systems which ensure compliance with local, state, and federal laws; advises department management or the appointing authority on personnel and related matters, and manages the organizational unit responsible for personnel functions in a City department; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$110,225 to $161,151; $116,280 to $170,004; and $125,488 to $183,472",5/4/2018,2,4,FULL-TIME,COLLEGE OR UNIVERSITY,LABOR,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,order to obtain that position.,0,0,"Two years of full-time paid professional personnel administrative experience as a Senior Personnel Analyst II or in a position at that level, in a centralized staff agency or operating department personnel office."
cityofla/Job Bulletins\PERSONNEL RECORDS SUPERVISOR 1129 041318.txt,PERSONNEL RECORDS SUPERVISOR,SUPERVISOR,1129,"A Personnel Records Supervisor plans, organizes and directs the work of clerical employees and independently performs responsible and difficult clerical work involving the preparation, processing and maintenance of a wide variety of personnel forms, documents and records; develops and interprets personnel procedures; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$57,691 to $84,334",4/13/2018,2,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid office clerical experience in a class at the level of Senior Administrative Clerk.
cityofla/Job Bulletins\PERSONNEL RESEARCH ANALYST 1739 113018.txt,PERSONNEL RESEARCH ANALYST,MANAGEMENT,1739,A Personnel Research Analyst performs specific technical research in a broad range of personnel selection activities; carries out content and criterion validation studies; conducts detailed job analyses; develops and administers selection tests; performs complete statistical and data analyses; writes a variety of statistical and narrative reports; and applies professional selection testing practices and the principles of equal employment opportunity to personnel selection and research.,"$73,080 to $106,842 and $86,338 to $126,198",11/30/2018,1,4,FULL-TIME,COLLEGE OR UNIVERSITY,STATISTICS,R,ONLY ON AN OPEN COMPETITIVE BASIS,"each of the following areas: advanced statistics, research design, and psychological measurement; and three years of full-time paid professional experience in personnel research relating to employee selection or test validation.",0,0,"1. A Ph.D. degree in Industrial/Organizational Psychology or Psychometrics from an accredited college or university; or
2. A master's degree in Industrial/Organizational Psychology or Psychometrics from an accredited college or university; and one year of full-time paid professional experience in personnel research relating to employee selection or test validation; or 
3. A bachelor's degree in Psychology from an accredited college or university, which includes the completion of 3 semester or 4 quarter units in each of the following areas: advanced statistics, research design, and psychological measurement; and three years of full-time paid professional experience in personnel research relating to employee selection or test validation."
cityofla/Job Bulletins\PHOTOGRAPHER 1793 041516.txt,PHOTOGRAPHER,PHOTOGRAPHER,1793,"A Photographer takes black and white and color still photographs and video; digitally develops and processes images; and prints, enlarges, reduces, and copies photographs. A Photographer works with computers, processing digital image files. A Photographer also works as a videographer and may operate commercial-type video recorders and electronic editing equipment, video cameras, and sound recording equipment.","$47,752 to $69,822; $54,935 to $80,325; and $57,858 to $84,605",4/15/2016,3,,FULL-TIME,None,PHOTOGRAPHY,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,Three years of full-time paid experience in black and white and color still photography or video camera photography.
cityofla/Job Bulletins\PILE DRIVER WORKER 3553 041417.txt,PILE DRIVER WORKER,,3553,"A Pile Driver Worker does a variety of specialized manual tasks in connection with the maintenance, repair, and operation of pile driver equipment on water; wraps piling with plastic film; or supervises such work.","$85,190 and $93,667 (flat-rated)",4/14/2017,,4,PART-TIME,APPRENTICESHIP,CONSTRUCTION,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,Completion of a recognized four-year apprenticeship as a pile driver worker. Candidates must submit an apprenticeship certificate at the time of filing.
cityofla/Job Bulletins\PIPEFITTER 3433 080318.txt,PIPEFITTER,MECHANIC,3433,"A Pipefitter does skilled work in the installation, replacement, maintenance, and repair of industrial steam, oil, air, gas, water, steam heating and other pipe systems, including high pressure and high temperature systems.","$94,455 (flat-rated)",8/3/2018,5,6,PART-TIME,APPRENTICESHIP,MAINTENANCE,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Completion of a recognized apprenticeship as a pipefitter; or
2. Five years of full-time paid experience as a Mechanical Helper with the City of Los Angeles working with a Pipefitter; or
3. Six years of full-time paid experience performing installation, replacement, maintenance and repair of industrial steam, oil, air, gas, water, steam heating and other pipe systems, including high pressure and high temperature systems."
cityofla/Job Bulletins\PIPEFITTER SUPERVISOR 3438 081216.txt,PIPEFITTER SUPERVISOR,MANAGEMENT,3438,"A Pipefitter Supervisor supervises Pipefitters and occasional helpers from other classes engaged in the installation, replacement, maintenance, and repair of industrial steam, oil, air, gas, water, steam heating, and other pipe systems, including high pressure and high temperature systems.","$107,886 (flat-rated)",8/12/2016,4,4,FULL-TIME,APPRENTICESHIP,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Four years of full-time paid journey-level experience involving the installation of high pressure and high temperature piping systems.
cityofla/Job Bulletins\PLANNING ASSISTANT 7939 071417 REV 072617 (1).txt,PLANNING ASSISTANT,ASSISTANT,7939,"A Planning Assistant does professional city planning work in long-range and policy planning, including citywide, community, and neighborhood planning; and project planning, including review, analysis, and clearance of land use proposals, development projects, and site plans. A Planning Assistant may have specialized expertise in historic preservation, environmental analysis, and/or zoning review and compliance.","$61,659 to $90,181",7/14/2017,4,4,FULL-TIME,MASTER,ARCHITECTURE,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"1. A Bachelor's or Master's degree from an accredited four-year college or university in urban planning, urban studies, urban design, architecture, landscape architecture, geography, public administration, political science, environmental science, social ecology, economics, transportation planning, or historic preservation; or 
2. Four years of full-time paid experience with the City of Los Angeles as a Planning Aide."
cityofla/Job Bulletins\PLUMBER 3443 113018.txt,PLUMBER, HELPER ,3443,"A Plumber does skilled work in the layout, installation, repair, and maintenance of sanitary and industrial plumbing systems, process piping, and fuel dispensing systems, including air, gas, water, industrial waste, gasoline, oil pipelines, and irrigation systems.","$94,445 (flat-rated)",11/30/2018,6,5,PART-TIME,APPRENTICESHIP,BUILDING AND SAFETY,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Completion of a recognized five-year apprenticeship as a plumber; or
2. A valid journey-level plumber license issued by the City of Los Angeles Department of Building and Safety; or
3. Six years of full-time paid experience as a helper to a Plumber with the City of Los Angeles.
Completion of a plumbing program at an accredited institution may be substituted for each year of experience lacking up to a maximum of two years. Education information must be included in the Education Section of the application."
cityofla/Job Bulletins\PLUMBER SUPERVISOR 3446 100518.txt,PLUMBER SUPERVISOR,PLUMBER,3446,"A Plumber Supervisor assigns, reviews and evaluates the work of Senior Plumbers, Plumbers and helpers engaged in the layout, installation, repair, and maintenance of sanitary and industrial plumbing systems, process piping and fuel dispensing systems, including air, gas, water, steam, industrial waste, gasoline and oil pipelines; determines procedures and methods to use in installing plumbing systems; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$108,482 (flat-rated)",10/5/2018,4,,FULL-TIME,None,BUILDING AND SAFETY,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Four years of full-time paid experience as a journey-level plumber; and
2. A valid Certificate of Qualification as a journey-level plumber issued by the City of Los Angeles Department of Building and Safety."
cityofla/Job Bulletins\PLUMBING INSPECTOR 4231 042817 REV 051117.txt,PLUMBING INSPECTOR,PLUMBING INSPECTOR ,4231,A Plumbing Inspector inspects plumbing installations for conformance to the provisions of pertinent laws and/or construction specifications and assists in training other employees as required.,"$78,696 to $95,171",4/28/2017,4,9,PART-TIME,APPRENTICESHIP,MATHEMATICS,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Four years of full-time paid experience as a plumbing inspector with work in both residential and commercial plumbing installations; or
2. Successful completion of a recognized plumbing apprenticeship program and four years of full-time paid experience with work in both residential and commercial plumbing installations; or
3. Nine years of full-time paid plumbing experience with work in both residential and commercial plumbing installations."
cityofla/Job Bulletins\POLICE ADMINISTRATOR 9196 100617.txt,POLICE ADMINISTRATOR,SENIOR MANAGEMENT ANALYST,9196,"A Police Administrator plans, organizes and directs the work of employees engaged in the activities and operations of a large functionally diverse support or technical bureau, group, or division of the Los Angeles Police Department and does related work; regularly advises top management of the Department regarding strategies and policy matters; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and performs related work.","$119,767 to $175,120; $137,181 to $200,531; $156,224 to $228,385",10/6/2017,2,4,FULL-TIME,COLLEGE,INFORMATION SYSTEM,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Two years of full-time paid managerial experience with the City of Los Angeles Police Department in a position at the level of Senior Management Analyst II supervising, planning, coordinating and directing staff in the daily operation of:
a. an administrative, financial, or support function; or
b. an information systems or communications function involving systems analysis, design and development, and installation of multi-purpose computer-based information systems; or
2. Two years of full-time paid experience in a position at the level of a Sr. Management Analyst II supervising, planning, coordinating and directing staff performing any of the following functions related to public safety: administrative analysis, financial analysis, human resources, information systems, communications or other support functions."
cityofla/Job Bulletins\POLICE CAPTAIN 2244 081718.txt,POLICE CAPTAIN,POLICE OFFICER,2244,"A Police Captain plans, organizes, and directs the work of sworn and civilian employees engaged in the operation of a geographical division or area, or a specialized or support division; applies sound supervisory principles and techniques in building and maintaining an effective work force; and does related work.","$150,649 to $177,271, $159,042 to $187,147, and $167,916 to $197,587",8/17/2018,2,4,FULL-TIME,COLLEGE OR UNIVERSITY,HISTORY,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Two years of full-time paid experience as a Police Lieutenant in the Los Angeles Police Department (LAPD) by 
March 15, 2019 and
2. Graduation from an accredited four-year college or university.
Under the policy of rounding experience to the nearest full month, continuous service as a Police Lieutenant beginning on or before March 29, 2017, meets the two year experience requirement."
cityofla/Job Bulletins\POLICE COMMANDER 2251 092917.txt,POLICE COMMANDER,,2251,A Police Commander assists the commanding officer of a bureau and has functional responsibility over all bureau activities; performs staff duties in the Office of the Chief of Police; directs the activities of large numbers of Department personnel in field activities; and does related work.,"$183,472 to $215,899",9/29/2017,,4,None,COLLEGE OR UNIVERSITY,HISTORY,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Current status as a Police Captain in the Los Angeles Police Department; and
2. Graduation from an accredited four-year college or university."
cityofla/Job Bulletins\POLICE DETECTIVE 2223 033018.txt,POLICE DETECTIVE,POLICE OFFICER,2223,A Police Detective performs investigations of crimes; does surveillance work to detect or prevent crime; may supervise or coordinate the activities of a detail or unit engaged in investigating various crimes or activities; and does related work.,"$95,672 to $112,626; $106,696 to $118,953; and $118,953 to $132,546",3/30/2018,,4,None,COLLEGE OR UNIVERSITY, LAW ,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"/MINIMUM REQUIREMENTS
1. Four years as a Police Officer in the Los Angeles Police Department (LAPD) by November 19, 2018; and
2. Completion of 60 semester or 90 quarter units at an accredited college or university.
Under the policy of rounding off experience to the nearest full month, continuous service beginning on or before December 3, 2014 meets the four-year experience requirement. Candidates must meet the experience requirement prior to appointment to Police Detective.
Experience as an officer in a public, non-military law enforcement agency (other than the LAPD or MTA) may be substituted at the rate of one year of such experience for six months of qualifying service, for up to a maximum of one year of the four-year requirement."
cityofla/Job Bulletins\POLICE LIEUTENANT 2232 020918.txt,POLICE LIEUTENANT,SUPERVISOR,2232,"A Police Lieutenant plans, organizes, and directs the work of sworn and civilian employees engaged in the operation of an assigned watch or a 24-hour team in a police division or an investigational unit or detail; commands a specialized division or section; applies sound supervisory principles and techniques in building and maintaining an effective workforce; fulfills equal employment opportunity responsibilities and does related work.","$125,572 to $139,916 and $132,546 to $147,663",2/9/2018,2,2,FULL-TIME,COLLEGE OR UNIVERSITY,HISTORY,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Two years as a Police Sergeant, Police Detective II, or Police Detective III in the Los Angeles Police Department (LAPD) by October 7, 2018, one year of which must have been in a supervisory capacity; and
2. Completion of 90 semester or 135 quarter units from an accredited college or university. 
Under the policy of rounding off experience to the nearest full month, continuous service beginning on or before October 21, 2016 meets the two-year experience requirement.  Candidates must meet the experience requirement prior to appointment to Police Lieutenant."
cityofla/Job Bulletins\POLICE OFFICER 2214 110906 Rev 060115.txt,POLICE OFFICER,,2214,"As a sworn member of the Los Angeles Police Department, a Police Officer maintains order, enforces laws and ordinances, and protects life and property; issues citations, makes arrests, prepares reports, and provides information to the public and departmental units; works with neighborhood associations and community members as a planner, community organizer, problem solver and information link; and does related work.","$57,420* to $88,427 (effective January 1, 2015)",11/9/2006,,4,None,HIGH SCHOOL,MEDIA,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"1. 21 years of age at the time of hire.  However, you may take the written test if you are at least 20 1/2 on the written test date.  
2. Graduation from a U.S. high school, G.E.D. or equivalent from a U.S. institution, or a California High School Proficiency Examination (CHSPE) certificate is required.  A two or four year college degree from an accredited U.S. or foreign institution may be substituted for the high school requirements.  Documentation demonstrating that the institution is accredited must be submitted prior to taking the written test.
3. United States citizenship, or non-citizens must be permanent resident aliens who, in accordance with the requirements of the U.S. Citizenship and Immigration Services (USCIS), are eligible and have applied for citizenship.  Documentation that the USCIS accepted the candidate's application for citizenship prior to the written test date must be submitted during the selection process.
POST-Certified Candidates May:
Be selectively certified (considered for hire prior to other candidates due to their advanced training).
A POST qualified candidate for this examination must have completed a POST-certified Basic Police Academy within the last three years.
If you meet this criterion, submit a copy of your certificate of completion of a POST-certified Basic Police Academy or your Basic Certificate issued by POST to Room 150 of the Personnel Department Building (address below).
Candidates who do not meet this criterion may be considered for hire based upon their rank on the eligible list, and if appointed, will receive POST training."
cityofla/Job Bulletins\POLICE PERFORMANCE AUDITOR 1627 120216.txt,POLICE PERFORMANCE AUDITOR,OPERATIONS,1627,"A Police Performance Auditor performs professional performance audits and conducts comprehensive procedural and operational audits of Police Department programs, procedures, and activities; analyzes data, prepares audit documents and reports; and performs related duties as assigned.","$56,898 to $83,165; $67,066 to $98,073; $79,239 to $115,863; and $98,156 to $143,508",12/2/2016,2,4,FULL-TIME,COLLEGE OR UNIVERSITY,,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"Graduation from an accredited four-year college or university and two years of full-time paid experience conducting performance, compliance, operations, or program audits and/or investigations pertaining to personnel administration, or the enforcement of policies, ordinances, or laws."
cityofla/Job Bulletins\POLICE SERGEANT 2227 102116.txt,POLICE SERGEANT,POLICE OFFICER,2227,A Police Sergeant supervises a squad or detail of Police Officers or civilian employees in the performance of their assigned duties; performs some initial and follow-up investigation of crimes; does some surveillance work to detect and prevent crime; and does related work.,"$102,562 to $114,318 and $108,241 to $120,686",10/21/2016,,4,None,COLLEGE OR UNIVERSITY, LAW ,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Four years as a Police Officer and/or Police Detective in the Los Angeles Police Department (LAPD), of which two years (26 Deployment Periods) must have been in an eligible geographic field (patrol) and/or traffic assignment by July 7, 2017; and 
2. Completion of 60 semester or 90 quarter units at an accredited college or university.  
3. Experience as an officer of a public, non-military law enforcement agency (other than the LAPD or MTA) may be substituted at the rate of one year of such experience for six months of qualifying service, for up to a maximum of one year of the four-year requirement."
cityofla/Job Bulletins\POLICE SERVICE REPRESENTATIVE 2207 051316 REV 051716.txt,POLICE SERVICE REPRESENTATIVE,REPRESENTATIVE,2207,"Police Service Representatives are civilian employees of the Los Angeles Police Department; and are initially assigned to the Communications Division, where they dispatch police patrol cars and receive and analyze 911 telephone calls using a voice radio and digital computer terminal.","$50,550 to $71,911; $53,328 to $75,899; and $61,074 to $86,923",5/13/2016,,,None,SCHOOL,COMMUNICATIONS,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"1. Completion of an on-line application that includes a job preview and a Preliminary Background Application (PBA), and
2.  A typing certification issued within the last 12 months by an agency or an accredited school demonstrating a typing speed of at least 32 net words per minute; and
3. A qualifying score on the Police Service Representative written test."
cityofla/Job Bulletins\POLICE SPECIAL INVESTIGATOR 1640 072018 REV 011019.txt,POLICE SPECIAL INVESTIGATOR,REGULATOR,1640,"A Police Special Investigator reviews, conducts, and/or participates in investigations into matters which potentially involve criminal violations or violations of policies of the Los Angeles Police Department (LAPD) by LAPD employees; reviews and/or conducts personnel-related investigations including Use of Force investigations and In-Custody Death investigations; allegations of employee misconduct; and complaints from civilians and employees; plans investigative strategies and approaches; interviews complainants, witnesses, informants, suspects, City employees, and outside law enforcement officials; prepares oral and written reports relating to a wide variety of law enforcement practices and procedures; analyzes documentary materials including complex police investigations and supporting documentation; acts as liaison for department staff, outside agencies, and citizens making appropriate referrals; and does related work.","$90,473 to $132,274",7/20/2018,5,4,FULL-TIME,COLLEGE OR UNIVERSITY,CRIMINAL JUSTICE,R,ONLY ON AN OPEN COMPETITIVE BASIS,order to obtain that position.,0,0,"1. Five years of full-time paid experience conducting investigations (including obtaining witness testimony and documentary evidence) in the following areas: criminal or internal affairs; or compliance with laws or regulations, such as in academia, a corporate setting, or regulatory agencies; or on behalf of a law firm in support of litigation; or
2. A graduate degree from an accredited college or university in criminal justice, public policy, public administration or a closely related field, and two years of full-time paid related professional experience in a government agency; or 
3. Graduation from an American Bar Association accredited law school and one year of full-time paid experience in the area of community law or government law, or in another related field of law."
cityofla/Job Bulletins\POLICE SPECIALIST 2217 110906 Rev 060115.txt,POLICE SPECIALIST,POLICE OFFICER,2217,"As a sworn member of the Los Angeles Police Department, a Police Specialist maintains order, enforces laws and ordinances, and protects life and property; issues citations, makes arrests, prepares reports, and provides information to the public and departmental units; works with neighborhood associations and community members as a planner, community organizer, problem solver and information link; and does related work.","$57,420* to $88,427 (effective January 1, 2015) *Salary is subject to change. Check www.JoinLAPD.com for details.",11/9/2006,,,None,None, LAW ,R,ONLY ON AN OPEN COMPETITIVE BASIS,,2,1,"1. Possess a current California Basic P.O.S.T. (Peace Officer Standards and Training) Certificate at the time of application; or Have standing as an LAPD Line Reserve Officer with Certified Designated level 1 (CDL) status; or A Basic Course Waiver issued by the California Commission on Peace Officer Standards and Testing; and
2. Meet other standards including those pertaining to vision, physical capability, health conditions, and background applicable to Police Officer.  You must also be 21 years of age at the time of hire."
cityofla/Job Bulletins\POLICE SURVEILLANCE SPECIALIST 3687 052215.txt,POLICE SURVEILLANCE SPECIALIST,TECHNICIAN,3687,"A Police Surveillance Specialist performs skilled work in the installation, operation, maintenance, design, fabrication, testing, and inspection of electronic surveillance and countermeasure equipment utilized in the investigation of criminal activity; supervises one or more groups of employees engaged in the above work; and does related work.","$92,524 and $106,320 (flat rated)",5/22/2015,2,2,FULL-TIME,COLLEGE,HISTORY,R,ONLY ON AN OPEN COMPETITIVE BASIS,,1,6,"1. Two years of full-time paid experience in installing, operating, maintaining, fabricating, testing, and inspecting electronic surveillance equipment used in the investigation of criminal activity; or 
2. Four years of full-time paid experience in the construction, installation, maintenance or repair of any of a wide variety of electronics and communications equipment including television, high fidelity sound systems, radio, radar, microwave, telephone, telephone carrier, control, monitoring, public address, or audio/digital transmission equipment; or
3. Two years of full-time paid experience in the construction, installation, maintenance or repair of any of a wide variety of electronic communications equipment and
a. Successful completion of a two-year program in electronics at an accredited college or trade school; or
b. Successful completion of a military electronics technician course of 24 weeks or longer."
cityofla/Job Bulletins\POLYGRAPH EXAMINER 2240 121517.txt,POLYGRAPH EXAMINER,,2240,"Polygraph Examiners administer polygraph examinations to police candidates, sworn and civilian employees seeking assignments to specialized units, and suspects or witnesses in criminal investigations using computerized polygraph instruments; and, as appropriate, interview and interrogate suspects, victims, witnesses and other persons involved in City related investigations; prepare written reports in order to document polygraph examination questions and results, and testify in court as an expert witness.","$62,953 to $92,018; $79,719 to $116,573; $83,854 to $122,607; and $96,402 to $140,960",12/15/2017,,,None,SCHOOL, LAW ,R,ONLY ON AN OPEN COMPETITIVE BASIS,an accredited college or university.,0,0,"/MINUMUM QUALIFICATIONS
1. Graduation from an approved Polygraph school accredited by the American Polygraph Association or completion of a U.S. Government Polygraph Training Program; and
2. Completion of 60 semester units or 90 quarter units in an accredited college or university."
cityofla/Job Bulletins\PORT ELECTRICAL MECHANIC 3758 022616.txt,PORT ELECTRICAL MECHANIC,ELECTRICAL,3758,"A Port Electrical Mechanic performs all skilled electrical, mechanical, electronic, welding and rigging maintenance and repair work on de-energized and energized high voltage electrical conductors, wharf-side high voltage electrical power connections, barge-mounted high voltage electrical equipment, container cranes, drawbridges, and other Harbor Department structures and equipment; and performs related duties as a designated Qualified Electrical Worker.","$102,687 (flat-rated)",2/26/2016,7,7,PART-TIME,APPRENTICESHIP,MAINTENANCE,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1.	Completion of a recognized apprenticeship or attainment of journey-level status in an electrical or mechanical trade and one (1) year of full time paid experience with the Port of Los Angeles performing inspections, maintenance, and repairs of high voltage electrical systems, marine terminal structures, and equipment; or
2. Seven years of full-time paid experience with the Port of Los Angeles as an Electrical Craft Helper or Mechanical Helper, assisting with inspections, maintenance, and repair of high voltage electrical systems, marine terminal structures, and equipment; or
3. Seven years of full-time paid experience as an electrical mechanic performing inspections, maintenance, and repairs on high voltage electrical systems, marine terminal structures, and equipment."
